# Time, Pressure, Pressure_err
5.85586, 5.81461, 5.78242
5.87588, 5.87669, 5.78242
5.8959, 5.90365, 5.78242
5.91592, 5.90404, 5.78242
5.93594, 6.01664, 5.78242
5.95596, 5.88617, 5.78242
5.97598, 5.96693, 5.78242
5.996, 5.97995, 5.78242
6.01602, 5.97677, 5.78242
6.03604, 6.07261, 5.78242
6.05606, 6.05666, 5.78242
6.07608, 6.07417, 5.78242
6.0961, 6.11521, 5.78242
6.11612, 6.09723, 5.78242
6.13614, 6.06374, 5.78242
6.15616, 6.13203, 5.78242
6.17618, 6.0968, 5.78242
6.1962, 6.19052, 5.78242
6.21622, 6.21961, 5.78242
6.23624, 6.26569, 5.78242
6.25626, 6.2174, 5.78242
6.27628, 6.35788, 5.78242
6.2963, 6.23198, 5.78242
6.31632, 6.34844, 5.78242
6.33634, 6.31288, 5.78242
6.35636, 6.3336, 5.78242
6.37638, 6.3421, 5.78242
6.3964, 6.33506, 5.78242
6.41642, 6.42599, 5.78242
6.43644, 6.47394, 5.78242
6.45646, 6.52667, 5.78242
6.47648, 6.36467, 5.78242
6.4965, 6.47194, 5.78242
6.51652, 6.54546, 5.78242
6.53654, 6.60698, 5.78242
6.55656, 6.57169, 5.78242
6.57658, 6.52495, 5.78242
6.5966, 6.60951, 5.78242
6.61662, 6.61299, 5.78242
6.63664, 6.61258, 5.78242
6.65666, 6.7065, 5.78242
6.67668, 6.66752, 5.78242
6.6967, 6.80262, 5.78242
6.71672, 6.64178, 5.78242
6.73674, 6.67182, 5.78242
6.75676, 6.78772, 5.78242
6.77678, 6.76069, 5.78242
6.7968, 6.79314, 5.78242
6.81682, 6.77172, 5.78242
6.83684, 6.87947, 5.78242
6.85686, 6.76337, 5.78242
6.87688, 6.86087, 5.78242
6.8969, 6.83004, 5.78242
6.91692, 6.9338, 5.78242
6.93694, 7.04027, 5.78242
6.95696, 6.92113, 5.78242
6.97698, 6.99492, 5.78242
6.997, 6.99568, 5.78242
7.01702, 6.9699, 5.78242
7.03704, 7.05488, 5.78242
7.05706, 7.05439, 5.78242
7.07708, 7.06868, 5.78242
7.0971, 7.04942, 5.78242
7.11712, 7.13994, 5.78242
7.13714, 7.15283, 5.78242
7.15716, 7.11586, 5.78242
7.17718, 7.16016, 5.78242
7.1972, 7.24077, 5.78242
7.21722, 7.25748, 5.78242
7.23724, 7.31121, 5.78242
7.25726, 7.28486, 5.78242
7.27728, 7.33347, 5.78242
7.2973, 7.31154, 5.78242
7.31732, 7.22684, 5.78242
7.33734, 7.34581, 5.78242
7.35736, 7.33316, 5.78242
7.37738, 7.348, 5.78242
7.3974, 7.33146, 5.78242
7.41742, 7.45723, 5.78242
7.43744, 7.43915, 5.78242
7.45746, 7.45093, 5.78242
7.47748, 7.5411, 5.78242
7.4975, 7.55674, 5.78242
7.51752, 7.60015, 5.78242
7.53754, 7.57916, 5.78242
7.55756, 7.51803, 5.78242
7.57758, 7.56574, 5.78242
7.5976, 7.67331, 5.78242
7.61762, 7.6577, 5.78242
7.63764, 7.62199, 5.78242
7.65766, 7.62983, 5.78242
7.67768, 7.75707, 5.78242
7.6977, 7.62666, 5.78242
7.71772, 7.71559, 5.78242
7.73774, 7.74596, 5.78242
7.75776, 7.8162, 5.78242
7.77778, 7.78555, 5.78242
7.7978, 7.74881, 5.78242
7.81782, 7.70977, 5.78242
7.83784, 7.79159, 5.78242
7.85786, 7.84111, 5.78242
7.87788, 7.79675, 5.78242
7.8979, 7.84858, 5.78242
7.91792, 7.95453, 5.78242
7.93794, 7.94024, 5.78242
7.95796, 7.8781, 5.78242
7.97798, 7.91926, 5.78242
7.998, 7.9876, 5.78242
8.01802, 7.98512, 5.78242
8.03804, 8.06259, 5.78242
8.05806, 8.05454, 5.78242
8.07808, 8.05374, 5.78242
8.0981, 8.17041, 5.78242
8.11812, 8.17099, 5.78242
8.13814, 8.13995, 5.78242
8.15816, 8.11601, 5.78242
8.17818, 8.10022, 5.78242
8.1982, 8.24614, 5.78242
8.21822, 8.2552, 5.78242
8.23824, 8.17213, 5.78242
8.25826, 8.21557, 5.78242
8.27828, 8.34103, 5.78242
8.2983, 8.34313, 5.78242
8.31832, 8.38034, 5.78242
8.33834, 8.36652, 5.78242
8.35836, 8.41823, 5.78242
8.37838, 8.4454, 5.78242
8.3984, 8.38653, 5.78242
8.41842, 8.51192, 5.78242
8.43844, 8.41597, 5.78242
8.45846, 8.47195, 5.78242
8.47848, 8.39757, 5.78242
8.4985, 8.56595, 5.78242
8.51852, 8.50731, 5.78242
8.53854, 8.54268, 5.78242
8.55856, 8.61588, 5.78242
8.57858, 8.58051, 5.78242
8.5986, 8.55568, 5.78242
8.61862, 8.67289, 5.78242
8.63864, 8.56091, 5.78242
8.65866, 8.69674, 5.78242
8.67868, 8.6378, 5.78242
8.6987, 8.73061, 5.78242
8.71872, 8.62805, 5.78242
8.73874, 8.7206, 5.78242
8.75876, 8.72234, 5.78242
8.77878, 8.76365, 5.78242
8.7988, 8.7718, 5.78242
8.81882, 8.76818, 5.78242
8.83884, 8.81913, 5.78242
8.85886, 8.99637, 5.78242
8.87888, 8.91502, 5.78242
8.8989, 9.01983, 5.78242
8.91892, 8.97313, 5.78242
8.93894, 8.97961, 5.78242
8.95896, 9.04473, 5.78242
8.97898, 8.98659, 5.78242
8.999, 8.99295, 5.78242
9.01902, 9.14914, 5.78242
9.03904, 9.01406, 5.78242
9.05906, 9.05262, 5.78242
9.07908, 9.138, 5.78242
9.0991, 9.04956, 5.78242
9.11912, 9.08965, 5.78242
9.13914, 9.20499, 5.78242
9.15916, 9.10279, 5.78242
9.17918, 9.15599, 5.78242
9.1992, 9.24363, 5.78242
9.21922, 9.21699, 5.78242
9.23924, 9.23239, 5.78242
9.25926, 9.22808, 5.78242
9.27928, 9.31283, 5.78242
9.2993, 9.24379, 5.78242
9.31932, 9.30359, 5.78242
9.33934, 9.3781, 5.78242
9.35936, 9.31996, 5.78242
9.37938, 9.45404, 5.78242
9.3994, 9.39195, 5.78242
9.41942, 9.33111, 5.78242
9.43944, 9.46426, 5.78242
9.45946, 9.4053, 5.78242
9.47948, 9.4454, 5.78242
9.4995, 9.51564, 5.78242
9.51952, 9.52145, 5.78242
9.53954, 9.57672, 5.78242
9.55956, 9.52248, 5.78242
9.57958, 9.59878, 5.78242
9.5996, 9.62722, 5.78242
9.61962, 9.57604, 5.78242
9.63964, 9.59408, 5.78242
9.65966, 9.74967, 5.78242
9.67968, 9.73436, 5.78242
9.6997, 9.69719, 5.78242
9.71972, 9.69689, 5.78242
9.73974, 9.70879, 5.78242
9.75976, 9.76485, 5.78242
9.77978, 9.68111, 5.78242
9.7998, 9.79947, 5.78242
9.81982, 9.84283, 5.78242
9.83984, 9.91802, 5.78242
9.85986, 9.82686, 5.78242
9.87988, 9.91352, 5.78242
9.8999, 9.96555, 5.78242
9.91992, 9.90877, 5.78242
9.93994, 9.93747, 5.78242
9.95996, 9.93476, 5.78242
9.97998, 10.0027, 5.78242
10, 10.0159, 5.78242
